frame,urdu,english,punjabi,punjabi_gur
Scrambled,ٹوٹ گئی ہے راجہ سے گاڑی,the king has accidentally broke the car,ٹُٹ گئی اے راجا توں گڈّی,ਟੁੱਟ ਗਈ ਏ ਰਾਜਾ ਤੋਂ ਗੱਡੀ
Scrambled,کھسک رہی ہے علی سے گڑیا,Ali is accidentally moving the doll,کھسک رہی اے علی توں گڈی,ਖਸਕ ਰਹੀ ਏ ਅਲੀ ਤੋਂ ਗੱਡੀ
Scrambled,صراحی لڑکے سے کھسک رہی ہے,the boy is accidentally moving,صراحی منڈے توں کھسک رہی اے,ਸੁਰਾਹੀ ਮੁੰਡੇ ਤੋਂ ਖਸਕ ਰਹੀ ਏ
Scrambled,گلدان لڑکے سے گر گیا,the boy accidentally dropped,گلدان منڈے توں ڈِگ گیا,ਗੁਲਦਾਨ ਮੁੰਡੇ ਤੋਂ ਡਿੱਗ ਗਿਆ
Scrambled,ٹوٹ گئی تھی ببلو سے صراحی,Bablu had accidentally broke the pitcher,ٹُٹ گئی سی ببلو توں صراحی,ਟੁੱਟ ਗਈ ਸੀ ਬਬਲੂ ਤੋਂ ਸੁਰਾਹੀ
Scrambled,چابی ببلو سے الٹ جائے گی,Bablu will accidentally flip,کنجی ببلو توں الٹ جاوے گی,ਕੁੰਜੀ ਬਬਲੂ ਤੋਂ ਉਲਟ ਜਾਵੇਗੀ
Scrambled,گر جائے گی ثنا سے گڑیا,Sana will accidentally drop the doll,ڈِگ جاوے گی ثنا توں گڈی,ਡਿੱਗ ਜਾਵੇਗੀ ਸਨਾ ਤੋਂ ਗੱਡੀ
Scrambled,جل گئی تھی استاد سے گاڑی,the teacher had accidentally burned the car,سڑ گئی سی استاد توں گڈّی,ਸੜ ਗਈ ਸੀ ਉਸਤਾਦ ਤੋਂ ਗੱਡੀ
Scrambled,گاڑی لڑکے سے الٹ رہی ہے,the boy is accidentally flipping,گڈّی منڈے توں الٹ رہی اے,ਗੱਡੀ ਮੁੰਡੇ ਤੋਂ ਉਲਟ ਰਹੀ ਏ
Scrambled,چابی ببلو سے کھسک رہی ہے,Bablu is accidentally moving,کنجی ببلو توں کھسک رہی اے,ਕੁੰਜੀ ਬਬਲੂ ਤੋਂ ਖਸਕ ਰਹੀ ਏ
Scrambled,جل رہی ہے موٹو سے چابی,Motu is accidentally burning the key,سڑ رہی اے موٹو توں کنجی,ਸੜ ਰਹੀ ਏ ਮੋਟੂ ਤੋਂ ਕੁੰਜੀ
Scrambled,چابی استاد سے الٹ جائے گی,the teacher will accidentally flip,کنجی استاد توں الٹ جاوے گی,ਕੁੰਜੀ ਉਸਤਾਦ ਤੋਂ ਉਲਟ ਜਾਵੇਗੀ
Scrambled,کھسک جائے گا راجہ سے قلم,the king will accidentally move the pen,کھسک جاوے گا راجا توں قلم,ਖਸਕ ਜਾਵੇਗਾ ਰਾਜਾ ਤੋਂ ਕਲਮ
Scrambled,کھسک گئی تھی ببلو سے صراحی,Bablu had accidentally moved the pitcher,کھسک گئی سی ببلو توں صراحی,ਖਸਕ ਗਈ ਸੀ ਬਬਲੂ ਤੋਂ ਸੁਰਾਹੀ
Scrambled,گر گیا طالبہ سے موبائل,the student accidentally dropped the phone,ڈِگ گیا شاگرد توں موبائل,ਡਿੱਗ ਗਿਆ ਸ਼ਾਗਿਰਦ ਤੋਂ ਮੋਬਾਈਲ
Scrambled,ٹوٹ گیا فاطمہ سے دروازہ,Fatima accidentally broke the door,ٹُٹ گیا فاطمہ توں بوہا,ਟੁੱਟ ਗਿਆ ਫਾਤਿਮਾ ਤੋਂ ਬੂਹਾ
Scrambled,کتاب طالبہ سے گر گئی تھی,the student had accidentally dropped,کتاب شاگرد توں ڈِگ گئی سی,ਕਿਤਾਬ ਸ਼ਾਗਿਰਦ ਤੋਂ ਡਿੱਗ ਗਈ ਸੀ
Scrambled,الٹ گیا تھا رانی سے کپ,the queen had accidentally flipped the cup,الٹ گیا سی رانی توں کپ,ਉਲਟ ਗਿਆ ਸੀ ਰਾਨੀ ਤੋਂ ਕਪ
Scrambled,کتاب لڑکے سے جل گئی ہے,the boy has accidentally burned,کتاب منڈے توں سڑ گئی اے,ਕਿਤਾਬ ਮੁੰਡੇ ਤੋਂ ਸੜ ਗਈ ਏ
Scrambled,کھسک جائے گی راجہ سے گاڑی,the king will accidentally move the car,کھسک جاوے گی راجا توں گڈّی,ਖਸਕ ਜਾਵੇਗੀ ਰਾਜਾ ਤੋਂ ਗੱਡੀ
Scrambled,الٹ گیا ہے لڑکی سے موبائل,the girl has accidentally flipped the phone,الٹ گیا اے کُڑی توں موبائل,ਉਲਟ ਗਿਆ ਏ ਕੁੜੀ ਤੋਂ ਮੋਬਾਈਲ
Scrambled,گر جائے گا طالبہ سے گلدان,the student will accidentally drop the vase,ڈِگ جاوے گا شاگرد توں گلدان,ਡਿੱਗ ਜਾਵੇਗਾ ਸ਼ਾਗਿਰਦ ਤੋਂ ਗੁਲਦਾਨ
Scrambled,ٹوٹ گئی ببلو سے پنسل,Bablu accidentally broke the pencil,ٹُٹ گئی ببلو توں پنسل,ਟੁੱਟ ਗਈ ਬਬਲੂ ਤੋਂ ਪੈਨਸਿਲ
Scrambled,کھسک گئی طالبہ سے چابی,the student accidentally moved the key,کھسک گئی شاگرد توں کنجی,ਖਸਕ ਗਈ ਸ਼ਾਗਿਰਦ ਤੋਂ ਕੁੰਜੀ
Scrambled,الٹ گیا تھا احمد سے دروازہ,Ahmed had accidentally flipped the door,الٹ گیا سی احمد توں بوہا,ਉਲਟ ਗਿਆ ਸੀ ਅਹਮਦ ਤੋਂ ਬੂਹਾ
Scrambled,پنسل رانی سے کھسک گئی تھی,the queen had accidentally moved,پنسل رانی توں کھسک گئی سی,ਪੈਨਸਿਲ ਰਾਨੀ ਤੋਂ ਖਸਕ ਗਈ ਸੀ
Scrambled,گر رہا ہے ببلو سے کھلونا,Bablu is accidentally dropping the toy,ڈِگ رہا اے ببلو توں کھڈونا,ਡਿੱਗ ਰਿਹਾ ਏ ਬਬਲੂ ਤੋਂ ਖਿਡੌਣਾ
Scrambled,دروازہ احمد سے جل گیا ہے,Ahmed has accidentally burned,بوہا احمد توں سڑ گیا اے,ਬੂਹਾ ਅਹਮਦ ਤੋਂ ਸੜ ਗਿਆ ਏ
Scrambled,چابی فاطمہ سے گر گئی تھی,Fatima had accidentally dropped,کنجی فاطمہ توں ڈِگ گئی سی,ਕੁੰਜੀ ਫਾਤਿਮਾ ਤੋਂ ਡਿੱਗ ਗਈ ਸੀ
Scrambled,کتاب علی سے گر گئی تھی,Ali had accidentally dropped,کتاب علی توں ڈِگ گئی سی,ਕਿਤਾਬ ਅਲੀ ਤੋਂ ਡਿੱਗ ਗਈ ਸੀ
Scrambled,جل گیا ہے احمد سے گلدان,Ahmed has accidentally burned the vase,سڑ گیا اے احمد توں گلدان,ਸੜ ਗਿਆ ਏ ਅਹਮਦ ਤੋਂ ਗੁਲਦਾਨ
Scrambled,دروازہ طالبہ سے الٹ گیا,the student accidentally flipped,بوہا شاگرد توں الٹ گیا,ਬੂਹਾ ਸ਼ਾਗਿਰਦ ਤੋਂ ਉਲਟ ਗਿਆ
Scrambled,گر رہی ہے رانی سے صراحی,the queen is accidentally dropping the pitcher,ڈِگ رہی اے رانی توں صراحی,ਡਿੱਗ ਰਹੀ ਏ ਰਾਨੀ ਤੋਂ ਸੁਰਾਹੀ
Scrambled,گلدان موٹو سے الٹ رہا ہے,Motu is accidentally flipping,گلدان موٹو توں الٹ رہا اے,ਗੁਲਦਾਨ ਮੋਟੂ ਤੋਂ ਉਲਟ ਰਿਹਾ ਏ
Scrambled,کھسک رہا ہے موٹو سے گلدان,Motu is accidentally moving the vase,کھسک رہا اے موٹو توں گلدان,ਖਸਕ ਰਿਹਾ ਏ ਮੋਟੂ ਤੋਂ ਗੁਲਦਾਨ
Scrambled,گر جائے گا لڑکی سے گلدان,the girl will accidentally drop the vase,ڈِگ جاوے گا کُڑی توں گلدان,ਡਿੱਗ ਜਾਵੇਗਾ ਕੁੜੀ ਤੋਂ ਗੁਲਦਾਨ
Scrambled,الٹ گیا تھا ثنا سے گلدان,Sana had accidentally flipped the vase,الٹ گیا سی ثنا توں گلدان,ਉਲਟ ਗਿਆ ਸੀ ਸਨਾ ਤੋਂ ਗੁਲਦਾਨ
Scrambled,الٹ گئی فاطمہ سے گڑیا,Fatima accidentally flipped the doll,الٹ گئی فاطمہ توں گڈی,ਉਲਟ ਗਈ ਫਾਤਿਮਾ ਤੋਂ ਗੱਡੀ
Scrambled,گر گئی ہے استاد سے کتاب,the teacher has accidentally dropped the book,ڈِگ گئی اے استاد توں کتاب,ਡਿੱਗ ਗਈ ਏ ਉਸਤਾਦ ਤੋਂ ਕਿਤਾਬ
Scrambled,کپ استاد سے کھسک گیا تھا,the teacher had accidentally moved,کپ استاد توں کھسک گیا سی,ਕਪ ਉਸਤਾਦ ਤੋਂ ਖਸਕ ਗਿਆ ਸੀ
Scrambled,جل جائے گی ثنا سے صراحی,Sana will accidentally burn the pitcher,سڑ جاوے گی ثنا توں صراحی,ਸੜ ਜਾਵੇਗੀ ਸਨਾ ਤੋਂ ਸੁਰਾਹੀ
Scrambled,ٹوٹ گئی ہے رانی سے کتاب,the queen has accidentally broke the book,ٹُٹ گئی اے رانی توں کتاب,ਟੁੱਟ ਗਈ ਏ ਰਾਨੀ ਤੋਂ ਕਿਤਾਬ
Scrambled,ٹوٹ گئی ہے لڑکے سے پنسل,the boy has accidentally broke the pencil,ٹُٹ گئی اے منڈے توں پنسل,ਟੁੱਟ ਗਈ ਏ ਮੁੰਡੇ ਤੋਂ ਪੈਨਸਿਲ
Scrambled,گر گیا لڑکے سے کپ,the boy accidentally dropped the cup,ڈِگ گیا منڈے توں کپ,ਡਿੱਗ ਗਿਆ ਮੁੰਡੇ ਤੋਂ ਕਪ
Scrambled,پنسل ثنا سے الٹ رہی ہے,Sana is accidentally flipping,پنسل ثنا توں الٹ رہی اے,ਪੈਨਸਿਲ ਸਨਾ ਤੋਂ ਉਲਟ ਰਹੀ ਏ
Scrambled,کپ احمد سے گر گیا تھا,Ahmed had accidentally dropped,کپ احمد توں ڈِگ گیا سی,ਕਪ ਅਹਮਦ ਤੋਂ ਡਿੱਗ ਗਿਆ ਸੀ
Scrambled,ٹوٹ گیا تھا استاد سے قلم,the teacher had accidentally broke the pen,ٹُٹ گیا سی استاد توں قلم,ਟੁੱਟ ਗਿਆ ਸੀ ਉਸਤਾਦ ਤੋਂ ਕਲਮ
Scrambled,گاڑی لڑکے سے گر رہی ہے,the boy is accidentally dropping,گڈّی منڈے توں ڈِگ رہی اے,ਗੱਡੀ ਮੁੰਡੇ ਤੋਂ ਡਿੱਗ ਰਹੀ ਏ
Scrambled,موبائل ثنا سے الٹ جائے گا,Sana will accidentally flip,موبائل ثنا توں الٹ جاوے گا,ਮੋਬਾਈਲ ਸਨਾ ਤੋਂ ਉਲਟ ਜਾਵੇਗਾ
Scrambled,ٹوٹ جائے گی رانی سے گاڑی,the queen will accidentally break the car,ٹُٹ جاوے گی رانی توں گڈّی,ਟੁੱਟ ਜਾਵੇਗੀ ਰਾਨੀ ਤੋਂ ਗੱਡੀ
Scrambled,چابی رانی سے گر گئی تھی,the queen had accidentally dropped,کنجی رانی توں ڈِگ گئی سی,ਕੁੰਜੀ ਰਾਨੀ ਤੋਂ ਡਿੱਗ ਗਈ ਸੀ
Scrambled,کھسک رہی ہے فاطمہ سے پنسل,Fatima is accidentally moving the pencil,کھسک رہی اے فاطمہ توں پنسل,ਖਸਕ ਰਹੀ ਏ ਫਾਤਿਮਾ ਤੋਂ ਪੈਨਸਿਲ
Scrambled,ٹوٹ جائے گا لڑکے سے دروازہ,the boy will accidentally break the door,ٹُٹ جاوے گا منڈے توں بوہا,ਟੁੱਟ ਜਾਵੇਗਾ ਮੁੰਡੇ ਤੋਂ ਬੂਹਾ
Scrambled,الٹ رہی ہے استاد سے گاڑی,the teacher is accidentally flipping the car,الٹ رہی اے استاد توں گڈّی,ਉਲਟ ਰਹੀ ਏ ਉਸਤਾਦ ਤੋਂ ਗੱਡੀ
Scrambled,جل رہی ہے طالبہ سے پنسل,the student is accidentally burning the pencil,سڑ رہی اے شاگرد توں پنسل,ਸੜ ਰਹੀ ਏ ਸ਼ਾਗਿਰਦ ਤੋਂ ਪੈਨਸਿਲ
Scrambled,گر گیا فاطمہ سے موبائل,Fatima accidentally dropped the phone,ڈِگ گیا فاطمہ توں موبائل,ਡਿੱਗ ਗਿਆ ਫਾਤਿਮਾ ਤੋਂ ਮੋਬਾਈਲ
Scrambled,گر گیا طالبہ سے قلم,the student accidentally dropped the pen,ڈِگ گیا شاگرد توں قلم,ਡਿੱਗ ਗਿਆ ਸ਼ਾਗਿਰਦ ਤੋਂ ਕਲਮ
Scrambled,جل گئی ہے ببلو سے صراحی,Bablu has accidentally burned the pitcher,سڑ گئی اے ببلو توں صراحی,ਸੜ ਗਈ ਏ ਬਬਲੂ ਤੋਂ ਸੁਰਾਹੀ
Scrambled,کتاب فاطمہ سے گر گئی ہے,Fatima has accidentally dropped,کتاب فاطمہ توں ڈِگ گئی اے,ਕਿਤਾਬ ਫਾਤਿਮਾ ਤੋਂ ਡਿੱਗ ਗਈ ਏ
Scrambled,پنسل طالبہ سے ٹوٹ گئی ہے,the student has accidentally broke,پنسل شاگرد توں ٹُٹ گئی اے,ਪੈਨਸਿਲ ਸ਼ਾਗਿਰਦ ਤੋਂ ਟੁੱਟ ਗਈ ਏ
Scrambled,کپ استاد سے کھسک گیا ہے,the teacher has accidentally moved,کپ استاد توں کھسک گیا اے,ਕਪ ਉਸਤਾਦ ਤੋਂ ਖਸਕ ਗਿਆ ਏ
Scrambled,گر رہی ہے فاطمہ سے کتاب,Fatima is accidentally dropping the book,ڈِگ رہی اے فاطمہ توں کتاب,ਡਿੱਗ ਰਹੀ ਏ ਫਾਤਿਮਾ ਤੋਂ ਕਿਤਾਬ
Scrambled,ٹوٹ جائے گا لڑکی سے موبائل,the girl will accidentally break the phone,ٹُٹ جاوے گا کُڑی توں موبائل,ਟੁੱਟ ਜਾਵੇਗਾ ਕੁੜੀ ਤੋਂ ਮੋਬਾਈਲ
Scrambled,گر گیا تھا رانی سے دروازہ,the queen had accidentally dropped the door,ڈِگ گیا سی رانی توں بوہا,ਡਿੱਗ ਗਿਆ ਸੀ ਰਾਨੀ ਤੋਂ ਬੂਹਾ
Scrambled,موبائل لڑکے سے جل گیا,the boy accidentally burned,موبائل منڈے توں سڑ گیا,ਮੋਬਾਈਲ ਮੁੰਡੇ ਤੋਂ ਸੜ ਗਿਆ
Scrambled,پنسل لڑکی سے ٹوٹ گئی تھی,the girl had accidentally broke,پنسل کُڑی توں ٹُٹ گئی سی,ਪੈਨਸਿਲ ਕੁੜੀ ਤੋਂ ਟੁੱਟ ਗਈ ਸੀ
Scrambled,کھلونا علی سے جل جائے گا,Ali will accidentally burn,کھڈونا علی توں سڑ جاوے گا,ਖਿਡੌਣਾ ਅਲੀ ਤੋਂ ਸੜ ਜਾਵੇਗਾ
Scrambled,کتاب ثنا سے ٹوٹ رہی ہے,Sana is accidentally breaking,کتاب ثنا توں ٹُٹ رہی اے,ਕਿਤਾਬ ਸਨਾ ਤੋਂ ਟੁੱਟ ਰਹੀ ਏ
Scrambled,کپ فاطمہ سے گر رہا ہے,Fatima is accidentally dropping,کپ فاطمہ توں ڈِگ رہا اے,ਕਪ ਫਾਤਿਮਾ ਤੋਂ ਡਿੱਗ ਰਿਹਾ ਏ
Scrambled,ٹوٹ گئی استاد سے گاڑی,the teacher accidentally broke the car,ٹُٹ گئی استاد توں گڈّی,ਟੁੱਟ ਗਈ ਉਸਤਾਦ ਤੋਂ ਗੱਡੀ
Scrambled,کھلونا رانی سے جل گیا تھا,the queen had accidentally burned,کھڈونا رانی توں سڑ گیا سی,ਖਿਡੌਣਾ ਰਾਨੀ ਤੋਂ ਸੜ ਗਿਆ ਸੀ
Scrambled,ٹوٹ جائے گی علی سے کتاب,Ali will accidentally break the book,ٹُٹ جاوے گی علی توں کتاب,ਟੁੱਟ ਜਾਵੇਗੀ ਅਲੀ ਤੋਂ ਕਿਤਾਬ
Scrambled,گاڑی رانی سے جل گئی تھی,the queen had accidentally burned,گڈّی رانی توں سڑ گئی سی,ਗੱਡੀ ਰਾਨੀ ਤੋਂ ਸੜ ਗਈ ਸੀ
Scrambled,گاڑی راجہ سے ٹوٹ جائے گی,the king will accidentally break,گڈّی راجا توں ٹُٹ جاوے گی,ਗੱਡੀ ਰਾਜਾ ਤੋਂ ਟੁੱਟ ਜਾਵੇਗੀ
Scrambled,کھسک جائے گا فاطمہ سے کپ,Fatima will accidentally move the cup,کھسک جاوے گا فاطمہ توں کپ,ਖਸਕ ਜਾਵੇਗਾ ਫਾਤਿਮਾ ਤੋਂ ਕਪ
Scrambled,صراحی طالبہ سے الٹ جائے گی,the student will accidentally flip,صراحی شاگرد توں الٹ جاوے گی,ਸੁਰਾਹੀ ਸ਼ਾਗਿਰਦ ਤੋਂ ਉਲਟ ਜਾਵੇਗੀ
Scrambled,گاڑی ببلو سے جل گئی,Bablu accidentally burned,گڈّی ببلو توں سڑ گئی,ਗੱਡੀ ਬਬਲੂ ਤੋਂ ਸੜ ਗਈ
Scrambled,کھسک گیا فاطمہ سے کپ,Fatima accidentally moved the cup,کھسک گیا فاطمہ توں کپ,ਖਸਕ ਗਿਆ ਫਾਤਿਮਾ ਤੋਂ ਕਪ
Scrambled,الٹ جائے گی لڑکی سے پنسل,the girl will accidentally flip the pencil,الٹ جاوے گی کُڑی توں پنسل,ਉਲਟ ਜਾਵੇਗੀ ਕੁੜੀ ਤੋਂ ਪੈਨਸਿਲ
Scrambled,کپ ثنا سے جل گیا تھا,Sana had accidentally burned,کپ ثنا توں سڑ گیا سی,ਕਪ ਸਨਾ ਤੋਂ ਸੜ ਗਿਆ ਸੀ
Scrambled,کھسک گیا تھا ببلو سے کپ,Bablu had accidentally moved the cup,کھسک گیا سی ببلو توں کپ,ਖਸਕ ਗਿਆ ਸੀ ਬਬਲੂ ਤੋਂ ਕਪ
Scrambled,پنسل طالبہ سے الٹ گئی,the student accidentally flipped,پنسل شاگرد توں الٹ گئی,ਪੈਨਸਿਲ ਸ਼ਾਗਿਰਦ ਤੋਂ ਉਲਟ ਗਈ
Scrambled,کپ لڑکے سے کھسک جائے گا,the boy will accidentally move,کپ منڈے توں کھسک جاوے گا,ਕਪ ਮੁੰਡੇ ਤੋਂ ਖਸਕ ਜਾਵੇਗਾ
Scrambled,گاڑی ثنا سے ٹوٹ جائے گی,Sana will accidentally break,گڈّی ثنا توں ٹُٹ جاوے گی,ਗੱਡੀ ਸਨਾ ਤੋਂ ਟੁੱਟ ਜਾਵੇਗੀ
Scrambled,گڑیا رانی سے ٹوٹ گئی ہے,the queen has accidentally broke,گڈی رانی توں ٹُٹ گئی اے,ਗੱਡੀ ਰਾਨੀ ਤੋਂ ਟੁੱਟ ਗਈ ਏ
Scrambled,گاڑی علی سے کھسک گئی ہے,Ali has accidentally moved,گڈّی علی توں کھسک گئی اے,ਗੱਡੀ ਅਲੀ ਤੋਂ ਖਸਕ ਗਈ ਏ
Scrambled,کھسک رہی ہے لڑکی سے گاڑی,the girl is accidentally moving the car,کھسک رہی اے کُڑی توں گڈّی,ਖਸਕ ਰਹੀ ਏ ਕੁੜੀ ਤੋਂ ਗੱਡੀ
Scrambled,گڑیا طالبہ سے کھسک جائے گی,the student will accidentally move,گڈی شاگرد توں کھسک جاوے گی,ਗੱਡੀ ਸ਼ਾਗਿਰਦ ਤੋਂ ਖਸਕ ਜਾਵੇਗੀ
Scrambled,گڑیا احمد سے گر گئی ہے,Ahmed has accidentally dropped,گڈی احمد توں ڈِگ گئی اے,ਗੱਡੀ ਅਹਮਦ ਤੋਂ ਡਿੱਗ ਗਈ ਏ
Scrambled,ٹوٹ رہی ہے استاد سے صراحی,the teacher is accidentally breaking the pitcher,ٹُٹ رہی اے استاد توں صراحی,ਟੁੱਟ ਰਹੀ ਏ ਉਸਤਾਦ ਤੋਂ ਸੁਰਾਹੀ
Scrambled,الٹ جائے گا لڑکے سے موبائل,the boy will accidentally flip the phone,الٹ جاوے گا منڈے توں موبائل,ਉਲਟ ਜਾਵੇਗਾ ਮੁੰਡੇ ਤੋਂ ਮੋਬਾਈਲ
WithAdv,کل فاطمہ سے گلدان الٹ رہا ہے,Fatima is accidentally flipping the vase yesterday,کل فاطمہ توں گلدان الٹ رہا اے,ਕੱਲ ਫਾਤਿਮਾ ਤੋਂ ਗੁਲਦਾਨ ਉਲਟ ਰਿਹਾ ਏ
WithAdv,آہستہ سے لڑکی سے گاڑی گر رہی ہے,the girl is accidentally dropping the car slowly,ہولی نال کُڑی توں گڈّی ڈِگ رہی اے,ਹੌਲੀ ਨਾਲ ਕੁੜੀ ਤੋਂ ਗੱਡੀ ਡਿੱਗ ਰਹੀ ਏ
WithAdv,اچانک راجہ سے گلدان جل رہا ہے,the king is accidentally burning the vase suddenly,اچانک راجا توں گلدان سڑ رہا اے,ਅਚਾਨਕ ਰਾਜਾ ਤੋਂ ਗੁਲਦਾਨ ਸੜ ਰਿਹਾ ਏ
WithAdv,آہستہ سے موٹو سے چابی ٹوٹ گئی تھی,Motu had accidentally broke the key slowly,ہولی نال موٹو توں کنجی ٹُٹ گئی سی,ਹੌਲੀ ਨਾਲ ਮੋਟੂ ਤੋਂ ਕੁੰਜੀ ਟੁੱਟ ਗਈ ਸੀ
WithAdv,خاموشی سے راجہ سے قلم کھسک جائے گا,the king will accidentally move the pen quietly,چپ چاپ راجا توں قلم کھسک جاوے گا,ਚੁੱਪ ਚਾਪ ਰਾਜਾ ਤੋਂ ਕਲਮ ਖਸਕ ਜਾਵੇਗਾ
WithAdv,خاموشی سے طالبہ سے کھلونا جل گیا ہے,the student has accidentally burned the toy quietly,چپ چاپ شاگرد توں کھڈونا سڑ گیا اے,ਚੁੱਪ ਚਾਪ ਸ਼ਾਗਿਰਦ ਤੋਂ ਖਿਡੌਣਾ ਸੜ ਗਿਆ ਏ
WithAdv,کل رانی سے چابی الٹ گئی تھی,the queen had accidentally flipped the key yesterday,کل رانی توں کنجی الٹ گئی سی,ਕੱਲ ਰਾਨੀ ਤੋਂ ਕੁੰਜੀ ਉਲਟ ਗਈ ਸੀ
WithAdv,کل رانی سے گاڑی گر گئی ہے,the queen has accidentally dropped the car yesterday,کل رانی توں گڈّی ڈِگ گئی اے,ਕੱਲ ਰਾਨੀ ਤੋਂ ਗੱਡੀ ਡਿੱਗ ਗਈ ਏ
WithAdv,کل احمد سے چابی الٹ گئی ہے,Ahmed has accidentally flipped the key yesterday,کل احمد توں کنجی الٹ گئی اے,ਕੱਲ ਅਹਮਦ ਤੋਂ ਕੁੰਜੀ ਉਲਟ ਗਈ ਏ
WithAdv,آہستہ سے راجہ سے صراحی کھسک رہی ہے,the king is accidentally moving the pitcher slowly,ہولی نال راجا توں صراحی کھسک رہی اے,ਹੌਲੀ ਨਾਲ ਰਾਜਾ ਤੋਂ ਸੁਰਾਹੀ ਖਸਕ ਰਹੀ ਏ
WithAdv,آہستہ سے طالبہ سے کتاب گر رہی ہے,the student is accidentally dropping the book slowly,ہولی نال شاگرد توں کتاب ڈِگ رہی اے,ਹੌਲੀ ਨਾਲ ਸ਼ਾਗਿਰਦ ਤੋਂ ਕਿਤਾਬ ਡਿੱਗ ਰਹੀ ਏ
WithAdv,غلطی سے طالبہ سے گاڑی جل رہی ہے,the student is accidentally burning the car by mistake,غلطی نال شاگرد توں گڈّی سڑ رہی اے,ਗਲਤੀ ਨਾਲ ਸ਼ਾਗਿਰਦ ਤੋਂ ਗੱਡੀ ਸੜ ਰਹੀ ਏ
WithAdv,خاموشی سے ببلو سے گاڑی جل گئی تھی,Bablu had accidentally burned the car quietly,چپ چاپ ببلو توں گڈّی سڑ گئی سی,ਚੁੱਪ ਚਾਪ ਬਬਲੂ ਤੋਂ ਗੱਡੀ ਸੜ ਗਈ ਸੀ
WithAdv,جلدی سے احمد سے پنسل گر جائے گی,Ahmed will accidentally drop the pencil quickly,جلدی نال احمد توں پنسل ڈِگ جاوے گی,ਜਲਦੀ ਨਾਲ ਅਹਮਦ ਤੋਂ ਪੈਨਸਿਲ ਡਿੱਗ ਜਾਵੇਗੀ
WithAdv,غلطی سے راجہ سے گلدان جل جائے گا,the king will accidentally burn the vase by mistake,غلطی نال راجا توں گلدان سڑ جاوے گا,ਗਲਤੀ ਨਾਲ ਰਾਜਾ ਤੋਂ ਗੁਲਦਾਨ ਸੜ ਜਾਵੇਗਾ
WithAdv,کل فاطمہ سے موبائل ٹوٹ رہا ہے,Fatima is accidentally breaking the phone yesterday,کل فاطمہ توں موبائل ٹُٹ رہا اے,ਕੱਲ ਫਾਤਿਮਾ ਤੋਂ ਮੋਬਾਈਲ ਟੁੱਟ ਰਿਹਾ ਏ
WithAdv,اچانک لڑکے سے موبائل گر گیا ہے,the boy has accidentally dropped the phone suddenly,اچانک منڈے توں موبائل ڈِگ گیا اے,ਅਚਾਨਕ ਮੁੰਡੇ ਤੋਂ ਮੋਬਾਈਲ ਡਿੱਗ ਗਿਆ ਏ
WithAdv,جلدی سے طالبہ سے گڑیا جل گئی,the student accidentally burned the doll quickly,جلدی نال شاگرد توں گڈی سڑ گئی,ਜਲਦੀ ਨਾਲ ਸ਼ਾਗਿਰਦ ਤੋਂ ਗੱਡੀ ਸੜ ਗਈ
WithAdv,اچانک ببلو سے صراحی جل رہی ہے,Bablu is accidentally burning the pitcher suddenly,اچانک ببلو توں صراحی سڑ رہی اے,ਅਚਾਨਕ ਬਬਲੂ ਤੋਂ ਸੁਰਾਹੀ ਸੜ ਰਹੀ ਏ
WithAdv,خاموشی سے ثنا سے موبائل گر رہا ہے,Sana is accidentally dropping the phone quietly,چپ چاپ ثنا توں موبائل ڈِگ رہا اے,ਚੁੱਪ ਚਾਪ ਸਨਾ ਤੋਂ ਮੋਬਾਈਲ ਡਿੱਗ ਰਿਹਾ ਏ
WithAdv,جلدی سے استاد سے صراحی کھسک گئی تھی,the teacher had accidentally moved the pitcher quickly,جلدی نال استاد توں صراحی کھسک گئی سی,ਜਲਦੀ ਨਾਲ ਉਸਤਾਦ ਤੋਂ ਸੁਰਾਹੀ ਖਸਕ ਗਈ ਸੀ
WithAdv,جلدی سے رانی سے گاڑی ٹوٹ رہی ہے,the queen is accidentally breaking the car quickly,جلدی نال رانی توں گڈّی ٹُٹ رہی اے,ਜਲਦੀ ਨਾਲ ਰਾਨੀ ਤੋਂ ਗੱਡੀ ਟੁੱਟ ਰਹੀ ਏ
WithAdv,غلطی سے لڑکے سے کتاب الٹ گئی,the boy accidentally flipped the book by mistake,غلطی نال منڈے توں کتاب الٹ گئی,ਗਲਤੀ ਨਾਲ ਮੁੰਡੇ ਤੋਂ ਕਿਤਾਬ ਉਲਟ ਗਈ
WithAdv,کل ببلو سے گاڑی ٹوٹ گئی تھی,Bablu had accidentally broke the car yesterday,کل ببلو توں گڈّی ٹُٹ گئی سی,ਕੱਲ ਬਬਲੂ ਤੋਂ ਗੱਡੀ ਟੁੱਟ ਗਈ ਸੀ
WithAdv,جلدی سے لڑکے سے کھلونا ٹوٹ گیا,the boy accidentally broke the toy quickly,جلدی نال منڈے توں کھڈونا ٹُٹ گیا,ਜਲਦੀ ਨਾਲ ਮੁੰਡੇ ਤੋਂ ਖਿਡੌਣਾ ਟੁੱਟ ਗਿਆ
