frame,urdu,english,punjabi,punjabi_gur
Scrambled,الٹا دی استاد نے گاڑی,the teacher the teacher the car,الٹا دتی استاد نے گڈّی,ਉਲਟਾ ਦਿੱਤੀ ਉਸਤਾਦ ਨੇ ਗੱਡੀ
Scrambled,موبائل علی نے چھوڑ دیا,Ali released the phone,موبائل علی نے چھڈ دِتا,ਮੋਬਾਈਲ ਅਲੀ ਨੇ ਛੱਡ ਦਿੱਤਾ
WithAdv,غلطی سے ثنا نے صراحی گندی کر دی,Sana dirtied the pitcher by mistake,غلطی نال ثنا نے صراحی گندی کر دتی,ਗਲਤੀ ਨਾਲ ਸਨਾ ਨੇ ਸਰਾਹੀ ਗੰਦੀ ਕਰ ਦਿੱਤੀ
WithAdv,کل ثنا نے چابی پکڑ لی,Sana caught the key yesterday,کل ثنا نے کنجی پھڑ لئی,ਕੱਲ੍ਹ ਸਨਾ ਨੇ ਕੁੰਜੀ ਫੜ ਲਈ
WithAdv,غلطی سے فاطمہ نے دروازہ چھوڑ دیا,Fatima released the door by mistake,غلطی نال فاطمہ نے بوہا چھڈ دِتا,ਗਲਤੀ ਨਾਲ ਫਾਤਿਮਾ ਨੇ ਬੂਹਾ ਛੱਡ ਦਿੱਤਾ
WithAdv,کل ثنا نے پنسل الٹا دی,Sana flipped the pencil yesterday,کل ثنا نے پنسل الٹا دتی,ਕੱਲ੍ਹ ਸਨਾ ਨੇ ਪੈਨਸਿਲ ਉਲਟਾ ਦਿੱਤੀ
WithAdv,کل موٹو نے پنسل گما دی,Motu lost the pencil yesterday,کل موٹو نے پنسل گما دتی,ਕੱਲ੍ਹ ਮੋਟੂ ਨੇ ਪੈਨਸਿਲ ਗੁਆ ਦਿੱਤੀ
WithAdv,آہستہ سے علی نے گاڑی گرا دی,Ali dropped the car slowly,ہولی نال علی نے گڈّی ڈھا دِتی,ਹੌਲੀ ਨਾਲ ਅਲੀ ਨੇ ਗੱਡੀ ਢਾਹ ਦਿੱਤੀ
WithAdv,خاموشی سے فاطمہ نے کھلونا گما دیا,Fatima lost the toy quietly,چپ چاپ فاطمہ نے کھڈونا گما دتا,ਚੁੱਪ ਚਾਪ ਫਾਤਿਮਾ ਨੇ ਖਿਡੌਣਾ ਗੁਆ ਦਿੱਤਾ
WithAdv,خاموشی سے ببلو نے صراحی چھوڑ دی,Bablu let go of the pitcher quietly,چپ چاپ ببلو نے صراحی چھڈ دِتی,ਚੁੱਪ ਚਾਪ ਬਬਲੂ ਨੇ ਸੁਰਾਹੀ ਛੱਡ ਦਿੱਤੀ
WithAdv,جلدی سے رانی نے کتاب توڑ دی تھی,the queen broke the book quickly,جلدی نال رانی نے کتاب توڑ دِتی سی,ਜਲਦੀ ਨਾਲ ਰਾਨੀ ਨੇ ਕਿਤਾਬ ਤੋੜ ਦਿੱਤੀ ਸੀ
WithAdv,اچانک لڑکی نے کھلونا کھسکا دیا,the girl moved the toy suddenly,اچانک کُڑی نے کھڈونا کھسکا دتا,ਅਚਾਨਕ ਕੁੜੀ ਨੇ ਖਿਡੌਣਾ ਖਸਕਾ ਦਿੱਤਾ
WithAdv,جلدی سے رانی نے موبائل کھسکا دیا,the queen moved the phone quickly,جلدی نال رانی نے موبائل کھسکا دتا,ਜਲਦੀ ਨਾਲ ਰਾਨੀ ਨੇ ਮੋਬਾਈਲ ਖਸਕਾ ਦਿੱਤਾ
WithAdv,آہستہ سے فاطمہ نے پنسل الٹا دی,Fatima flipped the pencil slowly,ہولی نال فاطمہ نے پنسل الٹا دتی,ਹੌਲੀ ਨਾਲ ਫਾਤਿਮਾ ਨੇ ਪੈਨਸਿਲ ਉਲਟਾ ਦਿੱਤੀ
WithAdv,جلدی سے احمد نے گڑیا چھوڑ دی,Ahmed let go of the doll quickly,جلدی نال احمد نے گڈی چھڈ دِتی,ਜਲਦੀ ਨਾਲ ਅਹਮਦ ਨੇ ਗੱਡੀ ਛੱਡ ਦਿੱਤੀ
WithAdv,اچانک ثنا نے پنسل پکڑ لی,Sana caught the pencil suddenly,اچانک ثنا نے پنسل پھڑ لئی,ਅਚਾਨਕ ਸਨਾ ਨੇ ਪੈਨਸਿਲ ਫੜ ਲਈ
WithAdv,جلدی سے طالبہ نے موبائل گندا کر دیا,the student dirtied the phone quickly,جلدی نال شاگرد نے موبائل گندا کر دتا,ਜਲਦੀ ਨਾਲ ਸ਼ਾਗਿਰਦ ਨੇ ਮੋਬਾਈਲ ਗੰਦਾ ਕਰ ਦਿੱਤਾ
WithAdv,جلدی سے طالبہ نے گلدان پکڑ لیا,the student caught the vase quickly,جلدی نال شاگرد نے گلدان پھڑ لیا,ਜਲਦੀ ਨਾਲ ਸ਼ਾਗਿਰਦ ਨੇ ਗੁਲਦਾਨ ਫੜ ਲਿਆ
WithAdv,غلطی سے رانی نے موبائل گندا کر دیا,the queen dirtied the phone by mistake,غلطی نال رانی نے موبائل گندا کر دتا,ਗਲਤੀ ਨਾਲ ਰਾਨੀ ਨੇ ਮੋਬਾਈਲ ਗੰਦਾ ਕਰ ਦਿੱਤਾ
WithAdv,اچانک راجہ نے کھلونا گرا دیا,the king dropped the toy suddenly,اچانک راجا نے کھڈونا ڈھا دِتا,ਅਚਾਨਕ ਰਾਜਾ ਨੇ ਖਿਡੌਣਾ ਢਾਹ ਦਿੱਤਾ
WithAdv,غلطی سے لڑکے نے گڑیا گندی کر دی,the boy dirtied the doll by mistake,غلطی نال منڈے نے گڈی گندی کر دتی,ਗਲਤੀ ਨਾਲ ਮੁੰਡੇ ਨੇ ਗੱਡੀ ਗੰਦੀ ਕਰ ਦਿੱਤੀ
WithAdv,خاموشی سے علی نے کپ پکڑ لیا,Ali caught the cup quietly,چپ چاپ علی نے کپ پھڑ لیا,ਚੁੱਪ ਚਾਪ ਅਲੀ ਨੇ ਕਪ ਫੜ ਲਿਆ
WithAdv,غلطی سے راجہ نے صراحی گرا دی,the king dropped the pitcher by mistake,غلطی نال راجا نے صراحی ڈھا دِتی,ਗਲਤੀ ਨਾਲ ਰਾਜਾ ਨੇ ਸੁਰਾਹੀ ਢਾਹ ਦਿੱਤੀ
WithAdv,اچانک علی نے کتاب پکڑ لی,Ali caught the book suddenly,اچانک علی نے کتاب پھڑ لئی,ਅਚਾਨਕ ਅਲੀ ਨੇ ਕਿਤਾਬ ਫੜ ਲਈ
WithAdv,خاموشی سے ثنا نے کتاب پکڑ لی,Sana caught the book quietly,چپ چاپ ثنا نے کتاب پھڑ لئی,ਚੁੱਪ ਚਾਪ ਸਨਾ ਨੇ ਕਿਤਾਬ ਫੜ ਲਈ
WithAdv,غلطی سے لڑکی نے قلم گندا کر دیا,the girl dirtied the pen by mistake,غلطی نال کُڑی نے قلم گندا کر دتا,ਗਲਤੀ ਨਾਲ ਕੁੜੀ ਨੇ ਕਲਮ ਗੰਦਾ ਕਰ ਦਿੱਤਾ
WithAdv,خاموشی سے فاطمہ نے کھلونا توڑ دیا,Fatima broke the toy quietly,چپ چاپ فاطمہ نے کھڈونا توڑ دِتا,ਚੁੱਪ ਚਾਪ ਫਾਤਿਮਾ ਨੇ ਖਿਡੌਣਾ ਤੋੜ ਦਿੱਤਾ
WithAdv,جلدی سے علی نے دروازہ گما دیا,Ali lost the door quickly,جلدی نال علی نے بوہا گما دتا,ਜਲਦੀ ਨਾਲ ਅਲੀ ਨੇ ਬੂਹਾ ਗੁਆ ਦਿੱਤਾ
WithAdv,خاموشی سے لڑکے نے موبائل الٹا دیا,the boy flipped the phone quietly,چپ چاپ منڈے نے موبائل الٹا دتا,ਚੁੱਪ ਚਾਪ ਮੁੰਡੇ ਨੇ ਮੋਬਾਈਲ ਉਲਟਾ ਦਿੱਤਾ
WithAdv,کل راجہ نے پنسل چھوڑ دی,the king let go of the pencil yesterday,کل راجا نے پنسل چھڈ دِتی,ਕੱਲ੍ਹ ਰਾਜਾ ਨੇ ਪੈਨਸਿਲ ਛੱਡ ਦਿੱਤੀ
WithAdv,خاموشی سے راجہ نے گاڑی جلا دی,the king burned the car quietly,چپ چاپ راجا نے گڈّی ساڑ دِتی,ਚੁੱਪ ਚਾਪ ਰਾਜਾ ਨੇ ਗੱਡੀ ਸਾੜ ਦਿੱਤੀ
WithAdv,جلدی سے لڑکے نے موبائل گرا دیا,the boy dropped the phone quickly,جلدی نال منڈے نے موبائل ڈھا دِتا,ਜਲਦੀ ਨਾਲ ਮੁੰਡੇ ਨੇ ਮੋਬਾਈਲ ਢਾਹ ਦਿੱਤਾ
WithAdv,خاموشی سے طالبہ نے گاڑی جلا دی,the student burned the car quietly,چپ چاپ شاگرد نے گڈّی ساڑ دِتی,ਚੁੱਪ ਚਾਪ ਸ਼ਾਗਿਰਦ ਨੇ ਗੱਡੀ ਸਾੜ ਦਿੱਤੀ
WithAdv,کل راجہ نے کپ جلا دیا,the king burned the cup yesterday,کل راجا نے کپ ساڑ دِتا,ਕੱਲ੍ਹ ਰਾਜਾ ਨੇ ਕਪ ਸਾੜ ਦਿੱਤਾ
WithAdv,غلطی سے رانی نے کتاب گما دی,the queen lost the book by mistake,غلطی نال رانی نے کتاب گما دتی,ਗਲਤੀ ਨਾਲ ਰਾਨੀ ਨੇ ਕਿਤਾਬ ਗੁਆ ਦਿੱਤੀ
WithAdv,کل موٹو نے کھلونا پکڑ لیا,Motu caught the toy yesterday,کل موٹو نے کھڈونا پھڑ لیا,ਕੱਲ੍ਹ ਮੋਟੂ ਨੇ ਖਿਡੌਣਾ ਫੜ ਲਿਆ
WithAdv,خاموشی سے طالبہ نے گڑیا کھسکا دی,the student moved the doll quietly,چپ چاپ شاگرد نے گڈی کھسکا دتی,ਚੁੱਪ ਚਾਪ ਸ਼ਾਗਿਰਦ ਨੇ ਗੱਡੀ ਖਸਕਾ ਦਿੱਤੀ
WithAdv,آہستہ سے راجہ نے چابی پکڑ لی,the king caught the key slowly,ہولی نال راجا نے کنجی پھڑ لئی,ਹੌਲੀ ਨਾਲ ਰਾਜਾ ਨੇ ਕੁੰਜੀ ਫੜ ਲਈ
WithAdv,کل رانی نے قلم گندا کر دیا,the queen dirtied the pen yesterday,کل رانی نے قلم گندا کر دتا,ਕੱਲ੍ਹ ਰਾਨੀ ਨੇ ਕਲਮ ਗੰਦਾ ਕਰ ਦਿੱਤਾ
WithAdv,خاموشی سے استاد نے گلدان کھسکا دیا,the teacher moved the vase quietly,چپ چاپ استاد نے گلدان کھسکا دتا,ਚੁੱਪ ਚਾਪ ਉਸਤਾਦ ਨੇ ਗੁਲਦਾਨ ਖਸਕਾ ਦਿੱਤਾ
WithAdv,اچانک استاد نے کتاب گما دی,the teacher lost the book suddenly,اچانک استاد نے کتاب گما دتی,ਅਚਾਨਕ ਉਸਤਾਦ ਨੇ ਕਿਤਾਬ ਗੁਆ ਦਿੱਤੀ
WithAdv,اچانک راجہ نے موبائل پکڑ لیا,the king caught the phone suddenly,اچانک راجا نے موبائل پھڑ لیا,ਅਚਾਨਕ ਰਾਜਾ ਨੇ ਮੋਬਾਈਲ ਫੜ ਲਿਆ
WithAdv,خاموشی سے رانی نے موبائل جلا دیا,the queen burned the phone quietly,چپ چاپ رانی نے موبائل ساڑ دِتا,ਚੁੱਪ ਚਾਪ ਰਾਨੀ ਨੇ ਮੋਬਾਈਲ ਸਾੜ ਦਿੱਤਾ
WithAdv,خاموشی سے طالبہ نے گلدان توڑ دیا,the student broke the vase quietly,چپ چاپ شاگرد نے گلدان توڑ دِتا,ਚੁੱਪ ਚਾਪ ਸ਼ਾਗਿਰਦ ਨੇ ਗੁਲਦਾਨ ਤੋੜ ਦਿੱਤਾ
WithAdv,کل طالبہ نے کپ پکڑ لیا,the student caught the cup yesterday,کل شاگرد نے کپ پھڑ لیا,ਕੱਲ੍ਹ ਸ਼ਾਗਿਰਦ ਨੇ ਕਪ ਫੜ ਲਿਆ
WithAdv,کل موٹو نے گڑیا گما دی,Motu lost the doll yesterday,کل موٹو نے گڈی گما دتی,ਕੱਲ੍ਹ ਮੋਟੂ ਨੇ ਗੱਡੀ ਗੁਆ ਦਿੱਤੀ
WithAdv,اچانک احمد نے گلدان گما دیا,Ahmed lost the vase suddenly,اچانک احمد نے گلدان گما دتا,ਅਚਾਨਕ ਅਹਮਦ ਨੇ ਗੁਲਦਾਨ ਗੁਆ ਦਿੱਤਾ
WithAdv,جلدی سے ثنا نے گڑیا گرا دی,Sana dropped the doll quickly,جلدی نال ثنا نے گڈی ڈھا دِتی,ਜਲਦੀ ਨਾਲ ਸਨਾ ਨੇ ਗੱਡੀ ਢਾਹ ਦਿੱਤੀ
WithAdv,اچانک استاد نے کھلونا الٹا دیا,the teacher flipped the toy suddenly,اچانک استاد نے کھڈونا الٹا دتا,ਅਚਾਨਕ ਉਸਤਾਦ ਨੇ ਖਿਡੌਣਾ ਉਲਟਾ ਦਿੱਤਾ
WithAdv,اچانک ثنا نے کپ چھوڑ دیا,Sana released the cup suddenly,اچانک ثنا نے کپ چھڈ دِتا,ਅਚਾਨਕ ਸਨਾ ਨੇ ਕਪ ਛੱਡ ਦਿੱਤਾ
WithAdv,آہستہ سے احمد نے پنسل پکڑ لی,Ahmed caught the pencil slowly,ہولی نال احمد نے پنسل پھڑ لئی,ਹੌਲੀ ਨਾਲ ਅਹਮਦ ਨੇ ਪੈਨਸਿਲ ਫੜ ਲਈ
WithAdv,آہستہ سے موٹو نے کتاب گما دی,Motu lost the book slowly,ہولی نال موٹو نے کتاب گما دتی,ਹੌਲੀ ਨਾਲ ਮੋਟੂ ਨੇ ਕਿਤਾਬ ਗੁਆ ਦਿੱਤੀ
WithAdv,جلدی سے موٹو نے قلم توڑ دیا,Motu broke the pen quickly,جلدی نال موٹو نے قلم توڑ دِتا,ਜਲਦੀ ਨਾਲ ਮੋਟੂ ਨੇ ਕਲਮ ਤੋੜ ਦਿੱਤਾ
WithAdv,خاموشی سے احمد نے صراحی گما دی,Ahmed lost the pitcher quietly,چپ چاپ احمد نے صراحی گما دتی,ਚੁੱਪ ਚਾਪ ਅਹਮਦ ਨੇ ਸੁਰਾਹੀ ਗੁਆ ਦਿੱਤੀ
WithAdv,اچانک استاد نے پنسل کھسکا دی,the teacher moved the pencil suddenly,اچانک استاد نے پنسل کھسکا دتی,ਅਚਾਨਕ ਉਸਤਾਦ ਨੇ ਪੈਨਸਿਲ ਖਸਕਾ ਦਿੱਤੀ
WithAdv,کل موٹو نے کتاب چھوڑ دی,Motu let go of the book yesterday,کل موٹو نے کتاب چھڈ دِتی,ਕੱਲ੍ਹ ਮੋਟੂ ਨੇ ਕਿਤਾਬ ਛੱਡ ਦਿੱਤੀ
WithAdv,کل علی نے گڑیا پکڑ لی,Ali caught the doll yesterday,کل علی نے گڈی پھڑ لئی,ਕੱਲ੍ਹ ਅਲੀ ਨੇ ਗੱਡੀ ਫੜ ਲਈ
WithAdv,غلطی سے موٹو نے دروازہ جلا دیا,Motu burned the door by mistake,غلطی نال موٹو نے بوہا ساڑ دِتا,ਗਲਤੀ ਨਾਲ ਮੋਟੂ ਨੇ ਬੂਹਾ ਸਾੜ ਦਿੱਤਾ
WithAdv,خاموشی سے لڑکی نے گڑیا گرا دی,the girl dropped the doll quietly,چپ چاپ کُڑی نے گڈی ڈھا دِتی,ਚੁੱਪ ਚਾਪ ਕੁੜੀ ਨੇ ਗੱਡੀ ਢਾਹ ਦਿੱਤੀ
WithAdv,آہستہ سے راجہ نے کتاب کھسکا دی,the king moved the book slowly,ہولی نال راجا نے کتاب کھسکا دتی,ਹੌਲੀ ਨਾਲ ਰਾਜਾ ਨੇ ਕਿਤਾਬ ਖਸਕਾ ਦਿੱਤੀ
WithAdv,خاموشی سے راجہ نے موبائل چھوڑ دیا,the king released the phone quietly,چپ چاپ راجا نے موبائل چھڈ دِتا,ਚੁੱਪ ਚਾਪ ਰਾਜਾ ਨੇ ਮੋਬਾਈਲ ਛੱਡ ਦਿੱਤਾ
WithAdv,کل راجہ نے موبائل کھسکا دیا,the king moved the phone yesterday,کل راجا نے موبائل کھسکا دتا,ਕੱਲ੍ਹ ਰਾਜਾ ਨੇ ਮੋਬਾਈਲ ਖਸਕਾ ਦਿੱਤਾ
WithAdv,خاموشی سے استاد نے کھلونا پکڑ لیا,the teacher caught the toy quietly,چپ چاپ استاد نے کھڈونا پھڑ لیا,ਚੁੱਪ ਚਾਪ ਉਸਤਾਦ ਨੇ ਖਿਡੌਣਾ ਫੜ ਲਿਆ
WithAdv,غلطی سے احمد نے صراحی الٹا دی,Ahmed flipped the pitcher by mistake,غلطی نال احمد نے صراحی الٹا دتی,ਗਲਤੀ ਨਾਲ ਅਹਮਦ ਨੇ ਸੁਰਾਹੀ ਉਲਟਾ ਦਿੱਤੀ
WithAdv,جلدی سے ثنا نے قلم پکڑ لیا,Sana caught the pen quickly,جلدی نال ثنا نے قلم پھڑ لیا,ਜਲਦੀ ਨਾਲ ਸਨਾ ਨੇ ਕਲਮ ਫੜ ਲਿਆ
WithAdv,جلدی سے ببلو نے قلم جلا دیا,Bablu burned the pen quickly,جلدی نال ببلو نے قلم ساڑ دِتا,ਜਲਦੀ ਨਾਲ ਬਬਲੂ ਨੇ ਕਲਮ ਸਾੜ ਦਿੱਤਾ
WithAdv,غلطی سے موٹو نے گڑیا جلا دی,Motu burned the doll by mistake,غلطی نال موٹو نے گڈی ساڑ دِتی,ਗਲਤੀ ਨਾਲ ਮੋਟੂ ਨੇ ਗੱਡੀ ਸਾੜ ਦਿੱਤੀ
WithAdv,آہستہ سے راجہ نے چابی جلا دی,the king burned the key slowly,ہولی نال راجا نے کنجی ساڑ دِتی,ਹੌਲੀ ਨਾਲ ਰਾਜਾ ਨੇ ਕੁੰਜੀ ਸਾੜ ਦਿੱਤੀ
WithAdv,کل طالبہ نے گلدان پکڑ لیا,the student caught the vase yesterday,کل شاگرد نے گلدان پھڑ لیا,ਕੱਲ੍ਹ ਸ਼ਾਗਿਰਦ ਨੇ ਗੁਲਦਾਨ ਫੜ ਲਿਆ
WithAdv,جلدی سے ثنا نے صراحی پکڑ لی,Sana caught the pitcher quickly,جلدی نال ثنا نے صراحی پھڑ لئی,ਜਲਦੀ ਨਾਲ ਸਨਾ ਨੇ ਸੁਰਾਹੀ ਫੜ ਲਈ
WithAdv,خاموشی سے موٹو نے گاڑی گندی کر دی,Motu dirtied the car quietly,چپ چاپ موٹو نے گڈّی گندی کر دتی,ਚੁੱਪ ਚਾਪ ਮੋਟੂ ਨੇ ਗੱਡੀ ਗੰਦੀ ਕਰ ਦਿੱਤੀ
WithAdv,کل طالبہ نے گلدان کھسکا دیا,the student moved the vase yesterday,کل شاگرد نے گلدان کھسکا دتا,ਕੱਲ੍ਹ ਸ਼ਾਗਿਰਦ ਨੇ ਗੁਲਦਾਨ ਖਸਕਾ ਦਿੱਤਾ
WithAdv,آہستہ سے لڑکی نے کتاب گما دی,the girl lost the book slowly,ہولی نال کُڑی نے کتاب گما دتی,ਹੌਲੀ ਨਾਲ ਕੁੜੀ ਨੇ ਕਿਤਾਬ ਗੁਆ ਦਿੱਤੀ
WithAdv,خاموشی سے استاد نے موبائل گرا دیا,the teacher dropped the phone quietly,چپ چاپ استاد نے موبائل ڈھا دِتا,ਚੁੱਪ ਚਾਪ ਉਸਤਾਦ ਨੇ ਮੋਬਾਈਲ ਢਾਹ ਦਿੱਤਾ
WithAdv,جلدی سے ببلو نے چابی کھسکا دی,Bablu moved the key quickly,جلدی نال ببلو نے کنجی کھسکا دتی,ਜਲਦੀ ਨਾਲ ਬਬਲੂ ਨੇ ਕੁੰਜੀ ਖਸਕਾ ਦਿੱਤੀ
WithAdv,آہستہ سے طالبہ نے صراحی چھوڑ دی,the student let go of the pitcher slowly,ہولی نال شاگرد نے صراحی چھڈ دِتی,ਹੌਲੀ ਨਾਲ ਸ਼ਾਗਿਰਦ ਨੇ ਸੁਰਾਹੀ ਛੱਡ ਦਿੱਤੀ
WithAdv,اچانک رانی نے کپ الٹا دیا,the queen flipped the cup suddenly,اچانک رانی نے کپ الٹا دتا,ਅਚਾਨਕ ਰਾਨੀ ਨੇ ਕਪ ਉਲਟਾ ਦਿੱਤਾ
WithAdv,کل ثنا نے گاڑی گما دی,Sana lost the car yesterday,کل ثنا نے گڈّی گما دتی,ਕੱਲ੍ਹ ਸਨਾ ਨੇ ਗੱਡੀ ਗੁਆ ਦਿੱਤੀ
WithAdv,جلدی سے ببلو نے موبائل الٹا دیا,Bablu flipped the phone quickly,جلدی نال ببلو نے موبائل الٹا دتا,ਜਲਦੀ ਨਾਲ ਬਬਲੂ ਨੇ ਮੋਬਾਈਲ ਉਲਟਾ ਦਿੱਤਾ
WithAdv,غلطی سے ثنا نے گاڑی الٹا دی,Sana flipped the car by mistake,غلطی نال ثنا نے گڈّی الٹا دتی,ਗਲਤੀ ਨਾਲ ਸਨਾ ਨੇ ਗੱਡੀ ਉਲਟਾ ਦਿੱਤੀ
WithAdv,جلدی سے استاد نے گلدان گندا کر دیا,the teacher dirtied the vase quickly,جلدی نال استاد نے گلدان گندا کر دتا,ਜਲਦੀ ਨਾਲ ਉਸਤਾਦ ਨੇ ਗੁਲਦਾਨ ਗੰਦਾ ਕਰ ਦਿੱਤਾ
WithAdv,خاموشی سے لڑکی نے کپ گما دیا,the girl lost the cup quietly,چپ چاپ کُڑی نے کپ گما دتا,ਚੁੱਪ ਚਾਪ ਕੁੜੀ ਨੇ ਕਪ ਗੁਆ ਦਿੱਤਾ
WithAdv,غلطی سے لڑکی نے قلم گما دیا,the girl lost the pen by mistake,غلطی نال کُڑی نے قلم گما دتا,ਗਲਤੀ ਨਾਲ ਕੁੜੀ ਨੇ ਕਲਮ ਗੁਆ ਦਿੱਤਾ
WithAdv,جلدی سے فاطمہ نے کتاب کھسکا دی,Fatima moved the book quickly,جلدی نال فاطمہ نے کتاب کھسکا دتی,ਜਲਦੀ ਨਾਲ ਫਾਤਿਮਾ ਨੇ ਕਿਤਾਬ ਖਸਕਾ ਦਿੱਤੀ
WithAdv,جلدی سے استاد نے گاڑی الٹا دی,the teacher flipped the car quickly,جلدی نال استاد نے گڈّی الٹا دتی,ਜਲਦੀ ਨਾਲ ਉਸਤਾਦ ਨੇ ਗੱਡੀ ਉਲਟਾ ਦਿੱਤੀ
WithAdv,جلدی سے علی نے چابی گرا دی,Ali dropped the key quickly,جلدی نال علی نے کنجی ڈھا دِتی,ਜਲਦੀ ਨਾਲ ਅਲੀ ਨੇ ਕੁੰਜੀ ਢਾਹ ਦਿੱਤੀ
WithAdv,آہستہ سے راجہ نے صراحی الٹا دی,the king flipped the pitcher slowly,ہولی نال راجا نے صراحی الٹا دتی,ਹੌਲੀ ਨਾਲ ਰਾਜਾ ਨੇ ਸੁਰਾਹੀ ਉਲਟਾ ਦਿੱਤੀ
WithAdv,آہستہ سے رانی نے کپ چھوڑ دیا,the queen released the cup slowly,ہولی نال رانی نے کپ چھڈ دِتا,ਹੌਲੀ ਨਾਲ ਰਾਨੀ ਨੇ ਕਪ ਛੱਡ ਦਿੱਤਾ
WithAdv,آہستہ سے ببلو نے گلدان توڑ دیا,Bablu broke the vase slowly,ہولی نال ببلو نے گلدان توڑ دِتا,ਹੌਲੀ ਨਾਲ ਬਬਲੂ ਨੇ ਗੁਲਦਾਨ ਤੋੜ ਦਿੱਤਾ
WithAdv,جلدی سے طالبہ نے کتاب کھسکا دی,the student moved the book quickly,جلدی نال شاگرد نے کتاب کھسکا دتی,ਜਲਦੀ ਨਾਲ ਸ਼ਾਗਿਰਦ ਨੇ ਕਿਤਾਬ ਖਸਕਾ ਦਿੱਤੀ
WithAdv,خاموشی سے فاطمہ نے قلم کھسکا دیا,Fatima moved the pen quietly,چپ چاپ فاطمہ نے قلم کھسکا دتا,ਚੁੱਪ ਚਾਪ ਫਾਤਿਮਾ ਨੇ ਕਲਮ ਖਸਕਾ ਦਿੱਤਾ
WithAdv,غلطی سے طالبہ نے کھلونا گندا کر دیا,the student dirtied the toy by mistake,غلطی نال شاگرد نے کھڈونا گندا کر دتا,ਗਲਤੀ ਨਾਲ ਸ਼ਾਗਿਰਦ ਨੇ ਖਿਡੌਣਾ ਗੰਦਾ ਕਰ ਦਿੱਤਾ
WithAdv,کل ثنا نے قلم توڑ دیا,Sana broke the pen yesterday,کل ثنا نے قلم توڑ دِتا,ਕੱਲ੍ਹ ਸਨਾ ਨੇ ਕਲਮ ਤੋੜ ਦਿੱਤਾ
WithAdv,کل ثنا نے موبائل گندا کر دیا,Sana dirtied the phone yesterday,کل ثنا نے موبائل گندا کر دتا,ਕੱਲ੍ਹ ਸਨਾ ਨੇ ਮੋਬਾਈਲ ਗੰਦਾ ਕਰ ਦਿੱਤਾ
WithAdv,خاموشی سے راجہ نے کتاب جلا دی,the king burned the book quietly,چپ چاپ راجا نے کتاب ساڑ دِتی,ਚੁੱਪ ਚਾਪ ਰਾਜਾ ਨੇ ਕਿਤਾਬ ਸਾੜ ਦਿੱਤੀ
WithAdv,جلدی سے علی نے پنسل جلا دی,Ali burned the pencil quickly,جلدی نال علی نے پنسل ساڑ دِتی,ਜਲਦੀ ਨਾਲ ਅਲੀ ਨੇ ਪੈਨਸਿਲ ਸਾੜ ਦਿੱਤੀ
WithAdv,خاموشی سے موٹو نے صراحی الٹا دی,Motu flipped the pitcher quietly,چپ چاپ موٹو نے صراحی الٹا دتی,ਚੁੱਪ ਚਾਪ ਮੋਟੂ ਨੇ ਸੁਰਾਹੀ ਉਲਟਾ ਦਿੱਤੀ
WithAdv,غلطی سے لڑکی نے چابی گندی کر دی,the girl dirtied the key by mistake,غلطی نال کُڑی نے کنجی گندی کر دتی,ਗਲਤੀ ਨਾਲ ਕੁੜੀ ਨੇ ਕੁੰਜੀ ਗੰਦੀ ਕਰ ਦਿੱਤੀ
WithAdv,غلطی سے علی نے گاڑی جلا دی,Ali burned the car by mistake,غلطی نال علی نے گڈّی ساڑ دِتی,ਗਲਤੀ ਨਾਲ ਅਲੀ ਨੇ ਗੱਡੀ ਸਾੜ ਦਿੱਤੀ
WithAdv,کل فاطمہ نے کھلونا گرا دیا,Fatima dropped the toy yesterday,کل فاطمہ نے کھڈونا ڈھا دِتا,ਕੱਲ੍ਹ ਫਾਤਿਮਾ ਨੇ ਖਿਡੌਣਾ ਢਾਹ ਦਿੱਤਾ
WithAdv,غلطی سے فاطمہ نے چابی گما دی,Fatima lost the key by mistake,غلطی نال فاطمہ نے کنجی گما دتی,ਗਲਤੀ ਨਾਲ ਫਾਤਿਮਾ ਨੇ ਕੁੰਜੀ ਗੁਆ ਦਿੱਤੀ
WithAdv,آہستہ سے ببلو نے دروازہ الٹا دیا,Bablu flipped the door slowly,ہولی نال ببلو نے بوہا الٹا دتا,ਹੌਲੀ ਨਾਲ ਬਬਲੂ ਨੇ ਬੂਹਾ ਉਲਟਾ ਦਿੱਤਾ
NegSentence,علی نے کپ نہیں گندا کیا,Ali did not dirtied the cup,علی نے کپ نئیں گندا کیتا,ਅਲੀ ਨੇ ਕਪ ਨਹੀਂ ਗੰਦਾ ਕੀਤਾ
NegSentence,لڑکے نے قلم نہیں گرایا,the boy did not drop the pen,منڈے نے قلم نئیں ڈھایا,ਮੁੰਡੇ ਨੇ ਕਲਮ ਨਹੀਂ ਢਾਹੀ
NegSentence,فاطمہ نے کتاب نہیں کھسکائی,Fatima did not move the book,فاطمہ نے کتاب نئیں کھسکائی,ਫਾਤਿਮਾ ਨੇ ਕਿਤਾਬ ਨਹੀਂ ਖਸਕਾਈ
NegSentence,موٹو نے کپ نہیں کھسکایا,Motu did not moved the cup,موٹو نے کپ نئیں کھسکایا,ਮੋਟੂ ਨੇ ਕਪ ਨਹੀਂ ਖਸਕਾਇਆ
