frame,urdu,english,punjabi,punjabi_gur,gold
Modal,ببلو نے اسکول میں کام کرنا ہوگا,Bablu wants to work in school,ببلو نے سکول وچ کم کرنا ہوسی,ਬਬਲੂ ਨੇ ਸਕੂਲ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,علی نے بازار میں پڑھنا ہوگا,Ali wants to study in market,علی نے بازار وچ پڑھنا ہوسی,ਅਲੀ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,طالبہ نے گھر میں کام کرنا ہوگا,the student wants to work in home,شاگرد نے گھر وچ کم کرنا ہوسی,ਸ਼ਾਗਿਰਦ ਨੇ ਘਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,فاطمہ نے بازار میں رہنا ہوگا,Fatima wants to stay in market,فاطمہ نے بازار وچ رہنا ہوسی,ਫਾਤਿਮa ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,استاد نے اسکول میں رہنا ہوگا,the teacher wants to stay in school,استاد نے سکول وچ رہنا ہوسی,ਉਸਤਾਦ ਨੇ ਸਕੂਲ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,استاد نے بازار میں کام کرنا ہوگا,the teacher wants to work in market,استاد نے بازار وچ کم کرنا ہوسی,ਉਸਤਾਦ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,ببلو نے گھر میں پڑھنا ہوگا,Bablu wants to study in home,ببلو نے گھر وچ پڑھنا ہوسی,ਬਬਲੂ ਨੇ ਘਰ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,لڑکی نے گھر میں کام کرنا ہوگا,the girl wants to work in home,کُڑی نے گھر وچ کم کرنا ہوسی,ਕੁੜੀ ਨੇ ਘਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,موٹو نے گھر میں رہنا ہوگا,Motu wants to stay in home,موٹو نے گھر وچ رہنا ہوسی,ਮੋਟੂ ਨੇ ਘਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,ثنا نے بازار میں کام کرنا ہوگا,Sana wants to work in market,ثنا نے بازار وچ کم کرنا ہوسی,ਸਨਾ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,فاطمہ نے گھر میں رہنا ہوگا,Fatima wants to stay in home,فاطمہ نے گھر وچ رہنا ہوسی,ਫਾਤਿਮa ਨੇ ਘਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,ثنا نے گھر میں کام کرنا ہوگا,Sana wants to work in home,ثنا نے گھر وچ کم کرنا ہوسی,ਸਨਾ ਨੇ ਘਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,علی نے گھر میں پڑھنا ہوگا,Ali wants to study in home,علی نے گھر وچ پڑھنا ہوسی,ਅਲੀ ਨੇ ਘਰ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,لڑکی نے اسکول میں کام کرنا ہوگا,the girl wants to work in school,کُڑی نے سکول وچ کم کرنا ہوسی,ਕੁੜੀ ਨੇ ਸਕੂਲ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,طالبہ نے دفتر میں رہنا ہوگا,the student wants to stay in office,شاگرد نے دفتر وچ رہنا ہوسی,ਸ਼ਾਗਿਰਦ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,موٹو نے دفتر میں پڑھنا ہوگا,Motu wants to study in office,موٹو نے دفتر وچ پڑھنا ہوسی,ਮੋਟੂ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,علی نے اسکول میں کام کرنا ہوگا,Ali wants to work in school,علی نے سکول وچ کم کرنا ہوسی,ਅਲੀ ਨੇ ਸਕੂਲ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,طالبہ نے بازار میں کام کرنا ہوگا,the student wants to work in market,شاگرد نے بازار وچ کم کرنا ہوسی,ਸ਼ਾਗਿਰਦ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,فاطمہ نے اسکول میں رہنا ہوگا,Fatima wants to stay in school,فاطمہ نے سکول وچ رہنا ہوسی,ਫਾਤਿਮa ਨੇ ਸਕੂਲ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,رانی نے گھر میں پڑھنا ہوگا,the queen wants to study in home,رانی نے گھر وچ پڑھنا ہوسی,ਰਾਨੀ ਨੇ ਘਰ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,لڑکی نے اسکول میں پڑھنا ہوگا,the girl wants to study in school,کُڑی نے سکول وچ پڑھنا ہوسی,ਕੁੜੀ ਨੇ ਸਕੂਲ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,ثنا نے دفتر میں رہنا ہوگا,Sana wants to stay in office,ثنا نے دفتر وچ رہنا ہوسی,ਸਨਾ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,ثنا نے دفتر میں کام کرنا ہوگا,Sana wants to work in office,ثنا نے دفتر وچ کم کرنا ہوسی,ਸਨਾ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,راجہ نے بازار میں کام کرنا ہوگا,the king wants to work in market,راجا نے بازار وچ کم کرنا ہوسی,ਰਾਜਾ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,راجہ نے بازار میں پڑھنا ہوگا,the king wants to study in market,راجا نے بازار وچ پڑھنا ہوسی,ਰਾਜਾ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,لڑکے نے گھر میں کام کرنا ہوگا,the boy wants to work in home,منڈے نے گھر وچ کم کرنا ہوسی,ਮੁੰਡੇ ਨੇ ਘਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,علی نے گھر میں رہنا ہوگا,Ali wants to stay in home,علی نے گھر وچ رہنا ہوسی,ਅਲੀ ਨੇ ਘਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,علی نے بازار میں رہنا ہوگا,Ali wants to stay in market,علی نے بازار وچ رہنا ہوسی,ਅਲੀ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,احمد نے گھر میں کام کرنا ہوگا,Ahmed wants to work in home,احمد نے گھر وچ کم کرنا ہوسی,ਅਹਮਦ ਨੇ ਘਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,ببلو نے دفتر میں رہنا ہوگا,Bablu wants to stay in office,ببلو نے دفتر وچ رہنا ہوسی,ਬਬਲੂ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,لڑکے نے دفتر میں پڑھنا ہوگا,the boy wants to study in office,منڈے نے دفتر وچ پڑھنا ہوسی,ਮੁੰਡੇ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,لڑکی نے دفتر میں رہنا ہوگا,the girl wants to stay in office,کُڑی نے دفتر وچ رہنا ہوسی,ਕੁੜੀ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,ثنا نے دفتر میں پڑھنا ہوگا,Sana wants to study in office,ثنا نے دفتر وچ پڑھنا ہوسی,ਸਨਾ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,رانی نے اسکول میں کام کرنا ہوگا,the queen wants to work in school,رانی نے سکول وچ کم کرنا ہوسی,ਰਾਨੀ ਨੇ ਸਕੂਲ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,استاد نے بازار میں رہنا ہوگا,the teacher wants to stay in market,استاد نے بازار وچ رہنا ہوسی,ਉਸਤਾਦ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,ثنا نے بازار میں رہنا ہوگا,Sana wants to stay in market,ثنا نے بازار وچ رہنا ہوسی,ਸਨਾ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,فاطمہ نے دفتر میں رہنا ہوگا,Fatima wants to stay in office,فاطمہ نے دفتر وچ رہنا ہوسی,ਫਾਤਿਮa ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,راجہ نے دفتر میں رہنا ہوگا,the king wants to stay in office,راجا نے دفتر وچ رہنا ہوسی,ਰਾਜਾ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,طالبہ نے اسکول میں پڑھنا ہوگا,the student wants to study in school,شاگرد نے سکول وچ پڑھنا ہوسی,ਸ਼ਾਗਿਰਦ ਨੇ ਸਕੂਲ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,لڑکی نے اسکول میں رہنا ہوگا,the girl wants to stay in school,کُڑی نے سکول وچ رہنا ہوسی,ਕੁੜੀ ਨੇ ਸਕੂਲ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,لڑکے نے دفتر میں کام کرنا ہوگا,the boy wants to work in office,منڈے نے دفتر وچ کم کرنا ہوسی,ਮੁੰਡੇ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,استاد نے دفتر میں کام کرنا ہوگا,the teacher wants to work in office,استاد نے دفتر وچ کم کرنا ہوسی,ਉਸਤਾਦ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,ثنا نے گھر میں رہنا ہوگا,Sana wants to stay in home,ثنا نے گھر وچ رہنا ہوسی,ਸਨਾ ਨੇ ਘਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,علی نے دفتر میں رہنا ہوگا,Ali wants to stay in office,علی نے دفتر وچ رہنا ہوسی,ਅਲੀ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,لڑکے نے اسکول میں رہنا ہوگا,the boy wants to stay in school,منڈے نے سکول وچ رہنا ہوسی,ਮੁੰਡੇ ਨੇ ਸਕੂਲ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,علی نے دفتر میں کام کرنا ہوگا,Ali wants to work in office,علی نے دفتر وچ کم کرنا ہوسی,ਅਲੀ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,راجہ نے گھر میں رہنا ہوگا,the king wants to stay in home,راجا نے گھر وچ رہنا ہوسی,ਰਾਜਾ ਨੇ ਘਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,ثنا نے اسکول میں کام کرنا ہوگا,Sana wants to work in school,ثنا نے سکول وچ کم کرنا ہوسی,ਸਨਾ ਨੇ ਸਕੂਲ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,موٹو نے دفتر میں کام کرنا ہوگا,Motu wants to work in office,موٹو نے دفتر وچ کم کرنا ہوسی,ਮੋਟੂ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,طالبہ نے گھر میں رہنا ہوگا,the student wants to stay in home,شاگرد نے گھر وچ رہنا ہوسی,ਸ਼ਾਗਿਰਦ ਨੇ ਘਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,احمد نے بازار میں پڑھنا ہوگا,Ahmed wants to study in market,احمد نے بازار وچ پڑھنا ہوسی,ਅਹਮਦ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,راجہ نے دفتر میں پڑھنا ہوگا,the king wants to study in office,راجا نے دفتر وچ پڑھنا ہوسی,ਰਾਜਾ ਨੇ ਦਫ਼ਤਰ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,رانی نے بازار میں رہنا ہوگا,the queen wants to stay in market,رانی نے بازار وچ رہنا ہوسی,ਰਾਨੀ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,احمد نے اسکول میں رہنا ہوگا,Ahmed wants to stay in school,احمد نے سکول وچ رہنا ہوسی,ਅਹਮਦ ਨੇ ਸਕੂਲ ਵਿੱਚ ਰਹਿਣਾ ਹੋਸੀ,VOL
Modal,فاطمہ نے بازار میں پڑھنا ہوگا,Fatima wants to study in market,فاطمہ نے بازار وچ پڑھنا ہوسی,ਫਾਤਿਮa ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,لڑکے نے بازار میں کام کرنا ہوگا,the boy wants to work in market,منڈے نے بازار وچ کم کرنا ہوسی,ਮੁੰਡੇ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੰਮ ਕਰਨਾ ਹੋਸੀ,VOL
Modal,استاد نے گھر میں پڑھنا ہوگا,the teacher wants to study in home,استاد نے گھر وچ پڑھنا ہوسی,ਉਸਤਾਦ ਨੇ ਘਰ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
Modal,ببلو نے بازار میں پڑھنا ہوگا,Bablu wants to study in market,ببلو نے بازار وچ پڑھنا ہوسی,ਬਬਲੂ ਨੇ ਬਾਜ਼ਾਰ ਵਿੱਚ ਪੜ੍ਹਨਾ ਹੋਸੀ,VOL
DCM,احمد نے دروازہ کو گرا دیا,Ahmed dropped the door,احمد نے بوہا نو ڈھا دِتا,ਅਹਮਦ ਨੇ ਬੂਹਾ ਨੂੰ ਢਾਹ ਦਿੱਤਾ,VOL
DCM,علی نے گلدان کو گما دیا,Ali lost the vase,علی نے گلدان نو گما دتا,ਅਲੀ ਨੇ ਗੁਲਦਾਨ ਨੂੰ ਗੁਆ ਦਿੱਤਾ,VOL
DCM,ببلو نے گڑیا کو توڑ دیا,Bablu broke the doll,ببلو نے گڈی نو توڑ دِتا,ਬਬਲੂ ਨੇ ਗੱਡੀ ਨੂੰ ਤੋੜ ਦਿੱਤਾ,VOL
DCM,لڑکے نے دروازہ کو گما دیا,the boy lost the door,منڈے نے بوہا نو گما دتا,ਮੁੰਡੇ ਨੇ ਬੂਹਾ ਨੂੰ ਗੁਆ ਦਿੱਤਾ,VOL
DCM,ببلو نے گڑیا کو گما دیا,Bablu lost the doll,ببلو نے گڈی نو گما دتا,ਬਬਲੂ ਨੇ ਗੱਡੀ ਨੂੰ ਗੁਆ ਦਿੱਤਾ,VOL
DCM,فاطمہ نے موبائل کو گندا کر دیا,Fatima dirtied the phone,فاطمہ نے موبائل نو گندا کر دتا,ਫਾਤਿਮa ਨੇ ਮੋਬਾਈਲ ਨੂੰ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
DCM,احمد نے گڑیا کو توڑ دیا,Ahmed broke the doll,احمد نے گڈی نو توڑ دِتا,ਅਹਮਦ ਨੇ ਗੱਡੀ ਨੂੰ ਤੋੜ ਦਿੱਤਾ,VOL
DCM,فاطمہ نے کتاب کو گرا دیا,Fatima dropped the book,فاطمہ نے کتاب نو ڈھا دِتا,ਫਾਤਿਮa ਨੇ ਕਿਤਾਬ ਨੂੰ ਢਾਹ ਦਿੱਤਾ,VOL
DCM,موٹو نے دروازہ کو کھسکا دیا,Motu moved the door,موٹو نے بوہا نو کھسکا دتا,ਮੋਟੂ ਨੇ ਬੂਹਾ ਨੂੰ ਖਸਕਾ ਦਿੱਤਾ,VOL
DCM,طالبہ نے کتاب کو جلا دیا,the student burned the book,شاگرد نے کتاب نو ساڑ دِتا,ਸ਼ਾਗਿਰਦ ਨੇ ਕਿਤਾਬ ਨੂੰ ਸਾੜ ਦਿੱਤਾ,VOL
DCM,رانی نے گلدان کو جلا دیا,the queen burned the vase,رانی نے گلدان نو ساڑ دِتا,ਰਾਨੀ ਨੇ ਗੁਲਦਾਨ ਨੂੰ ਸਾੜ ਦਿੱਤਾ,VOL
DCM,فاطمہ نے پنسل کو جلا دیا,Fatima burned the pencil,فاطمہ نے پنسل نو ساڑ دِتا,ਫਾਤਿਮa ਨੇ ਪੈਨਸਿਲ ਨੂੰ ਸਾੜ ਦਿੱਤਾ,VOL
DCM,طالبہ نے صراحی کو چھوڑ دیا,the student released the pitcher,شاگرد نے صراحی نو چھڈ دِتا,ਸ਼ਾਗਿਰਦ ਨੇ ਸੁਰਾਹੀ ਨੂੰ ਛੱਡ ਦਿੱਤਾ,VOL
DCM,استاد نے کپ کو گندا کر دیا,the teacher dirtied the cup,استاد نے کپ نو گندا کر دتا,ਉਸਤਾਦ ਨੇ ਕਪ ਨੂੰ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
DCM,ثنا نے قلم کو گما دیا,Sana lost the pen,ثنا نے قلم نو گما دتا,ਸਨਾ ਨੇ ਕਲਮ ਨੂੰ ਗੁਆ ਦਿੱਤਾ,VOL
DCM,استاد نے قلم کو پکڑ لیا,the teacher caught the pen,استاد نے قلم نو پھڑ لیا,ਉਸਤਾਦ ਨੇ ਕਲਮ ਨੂੰ ਫੜ ਲਿਆ,VOL
DCM,ثنا نے کھلونا کو گما دیا,Sana lost the toy,ثنا نے کھڈونا نو گما دتا,ਸਨਾ ਨੇ ਖਿਡੌਣਾ ਨੂੰ ਗੁਆ ਦਿੱਤਾ,VOL
DCM,رانی نے کتاب کو گما دیا,the queen lost the book,رانی نے کتاب نو گما دتا,ਰਾਨੀ ਨੇ ਕਿਤਾਬ ਨੂੰ ਗੁਆ ਦਿੱਤਾ,VOL
DCM,رانی نے گلدان کو گندا کر دیا,the queen dirtied the vase,رانی نے گلدان نو گندا کر دتا,ਰਾਨੀ ਨੇ ਗੁਲਦਾਨ ਨੂੰ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
DCM,ثنا نے صراحی کو الٹا دیا,Sana flipped the pitcher,ثنا نے صراحی نو الٹا دتا,ਸਨਾ ਨੇ ਸੁਰਾਹੀ ਨੂੰ ਉਲਟਾ ਦਿੱਤਾ,VOL
DCM,استاد نے گڑیا کو گرا دیا,the teacher dropped the doll,استاد نے گڈی نو ڈھا دِتا,ਉਸਤਾਦ ਨੇ ਗੱਡੀ ਨੂੰ ਢਾਹ ਦਿੱਤਾ,VOL
DCM,موٹو نے کپ کو گما دیا,Motu lost the cup,موٹو نے کپ نو گما دتا,ਮੋਟੂ ਨੇ ਕਪ ਨੂੰ ਗੁਆ ਦਿੱਤਾ,VOL
DCM,طالبہ نے پنسل کو الٹا دیا,the student flipped the pencil,شاگرد نے پنسل نو الٹا دتا,ਸ਼ਾਗਿਰਦ ਨੇ ਪੈਨਸਿਲ ਨੂੰ ਉਲਟਾ ਦਿੱਤਾ,VOL
DCM,علی نے کپ کو جلا دیا,Ali burned the cup,علی نے کپ نو ساڑ دِتا,ਅਲੀ ਨੇ ਕਪ ਨੂੰ ਸਾੜ ਦਿੱਤਾ,VOL
DCM,فاطمہ نے پنسل کو چھوڑ دیا,Fatima released the pencil,فاطمہ نے پنسل نو چھڈ دِتا,ਫਾਤਿਮa ਨੇ ਪੈਨਸਿਲ ਨੂੰ ਛੱਡ ਦਿੱਤਾ,VOL
DCM,لڑکے نے کتاب کو توڑ دیا,the boy broke the book,منڈے نے کتاب نو توڑ دِتا,ਮੁੰਡੇ ਨੇ ਕਿਤਾਬ ਨੂੰ ਤੋੜ ਦਿੱਤਾ,VOL
DCM,ثنا نے قلم کو جلا دیا,Sana burned the pen,ثنا نے قلم نو ساڑ دِتا,ਸਨਾ ਨੇ ਕਲਮ ਨੂੰ ਸਾੜ ਦਿੱਤਾ,VOL
DCM,موٹو نے کپ کو توڑ دیا,Motu broke the cup,موٹو نے کپ نو توڑ دِتا,ਮੋਟੂ ਨੇ ਕਪ ਨੂੰ ਤੋੜ ਦਿੱਤਾ,VOL
DCM,طالبہ نے کپ کو گرا دیا,the student dropped the cup,شاگرد نے کپ نو ڈھا دِتا,ਸ਼ਾਗਿਰਦ ਨੇ ਕਪ ਨੂੰ ਢਾਹ ਦਿੱਤਾ,VOL
DCM,فاطمہ نے کھلونا کو گرا دیا,Fatima dropped the toy,فاطمہ نے کھڈونا نو ڈھا دِتا,ਫਾਤਿਮa ਨੇ ਖਿਡੌਣਾ ਨੂੰ ਢਾਹ ਦਿੱਤਾ,VOL
DCM,لڑکی نے گلدان کو چھوڑ دیا,the girl released the vase,کُڑی نے گلدان نو چھڈ دِتا,ਕੁੜੀ ਨੇ ਗੁਲਦਾਨ ਨੂੰ ਛੱਡ ਦਿੱਤਾ,VOL
DCM,راجہ نے گلدان کو کھسکا دیا,the king moved the vase,راجا نے گلدان نو کھسکا دتا,ਰਾਜਾ ਨੇ ਗੁਲਦਾਨ ਨੂੰ ਖਸਕਾ ਦਿੱਤਾ,VOL
DCM,فاطمہ نے گڑیا کو چھوڑ دیا,Fatima released the doll,فاطمہ نے گڈی نو چھڈ دِتا,ਫਾਤਿਮa ਨੇ ਗੱਡੀ ਨੂੰ ਛੱਡ ਦਿੱਤਾ,VOL
DCM,راجہ نے کتاب کو گما دیا,the king lost the book,راجا نے کتاب نو گما دتا,ਰਾਜਾ ਨੇ ਕਿਤਾਬ ਨੂੰ ਗੁਆ ਦਿੱਤਾ,VOL
DCM,علی نے چابی کو الٹا دیا,Ali flipped the key,علی نے کنجی نو الٹا دتا,ਅਲੀ ਨੇ ਕੁੰਜੀ ਨੂੰ ਉਲਟਾ ਦਿੱਤਾ,VOL
DCM,طالبہ نے کپ کو چھوڑ دیا,the student released the cup,شاگرد نے کپ نو چھڈ دِتا,ਸ਼ਾਗਿਰਦ ਨੇ ਕਪ ਨੂੰ ਛੱਡ ਦਿੱਤਾ,VOL
DCM,لڑکے نے گلدان کو چھوڑ دیا,the boy released the vase,منڈے نے گلدان نو چھڈ دِتا,ਮੁੰਡੇ ਨੇ ਗੁਲਦਾਨ ਨੂੰ ਛੱਡ ਦਿੱਤਾ,VOL
DCM,ثنا نے قلم کو توڑ دیا,Sana broke the pen,ثنا نے قلم نو توڑ دِتا,ਸਨਾ ਨੇ ਕਲਮ ਨੂੰ ਤੋੜ ਦਿੱਤਾ,VOL
DCM,احمد نے دروازہ کو چھوڑ دیا,Ahmed released the door,احمد نے بوہا نو چھڈ دِتا,ਅਹਮਦ ਨੇ ਬੂਹਾ ਨੂੰ ਛੱਡ ਦਿੱਤਾ,VOL
DCM,طالبہ نے گلدان کو جلا دیا,the student burned the vase,شاگرد نے گلدان نو ساڑ دِتا,ਸ਼ਾਗਿਰਦ ਨੇ ਗੁਲਦਾਨ ਨੂੰ ਸਾੜ ਦਿੱਤਾ,VOL
DCM,فاطمہ نے گاڑی کو توڑ دیا,Fatima broke the car,فاطمہ نے گڈّی نو توڑ دِتا,ਫਾਤਿਮa ਨੇ ਗੱਡੀ ਨੂੰ ਤੋੜ ਦਿੱਤਾ,VOL
DCM,راجہ نے گلدان کو چھوڑ دیا,the king released the vase,راجا نے گلدان نو چھڈ دِتا,ਰਾਜਾ ਨੇ ਗੁਲਦਾਨ ਨੂੰ ਛੱਡ ਦਿੱਤਾ,VOL
DCM,ببلو نے پنسل کو جلا دیا,Bablu burned the pencil,ببلو نے پنسل نو ساڑ دِتا,ਬਬਲੂ ਨੇ ਪੈਨਸਿਲ ਨੂੰ ਸਾੜ ਦਿੱਤਾ,VOL
DCM,استاد نے گاڑی کو توڑ دیا,the teacher broke the car,استاد نے گڈّی نو توڑ دِتا,ਉਸਤਾਦ ਨੇ ਗੱਡੀ ਨੂੰ ਤੋੜ ਦਿੱਤਾ,VOL
DCM,فاطمہ نے کپ کو پکڑ لیا,Fatima caught the cup,فاطمہ نے کپ نو پھڑ لیا,ਫਾਤਿਮa ਨੇ ਕਪ ਨੂੰ ਫੜ ਲਿਆ,VOL
DCM,لڑکی نے پنسل کو توڑ دیا,the girl broke the pencil,کُڑی نے پنسل نو توڑ دِتا,ਕੁੜੀ ਨੇ ਪੈਨਸਿਲ ਨੂੰ ਤੋੜ ਦਿੱਤਾ,VOL
DCM,ببلو نے گلدان کو چھوڑ دیا,Bablu released the vase,ببلو نے گلدان نو چھڈ دِتا,ਬਬਲੂ ਨੇ ਗੁਲਦਾਨ ਨੂੰ ਛੱਡ ਦਿੱਤਾ,VOL
DCM,راجہ نے موبائل کو الٹا دیا,the king flipped the phone,راجا نے موبائل نو الٹا دتا,ਰਾਜਾ ਨੇ ਮੋਬਾਈਲ ਨੂੰ ਉਲਟਾ ਦਿੱਤਾ,VOL
DCM,لڑکے نے پنسل کو پکڑ لیا,the boy caught the pencil,منڈے نے پنسل نو پھڑ لیا,ਮੁੰਡੇ ਨੇ ਪੈਨਸਿਲ ਨੂੰ ਫੜ ਲਿਆ,VOL
DCM,لڑکی نے پنسل کو گندا کر دیا,the girl dirtied the pencil,کُڑی نے پنسل نو گندا کر دتا,ਕੁੜੀ ਨੇ ਪੈਨਸਿਲ ਨੂੰ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
DCM,فاطمہ نے گلدان کو توڑ دیا,Fatima broke the vase,فاطمہ نے گلدان نو توڑ دِتا,ਫਾਤਿਮa ਨੇ ਗੁਲਦਾਨ ਨੂੰ ਤੋੜ ਦਿੱਤਾ,VOL
DCM,موٹو نے کھلونا کو گندا کر دیا,Motu dirtied the toy,موٹو نے کھڈونا نو گندا کر دتا,ਮੋਟੂ ਨੇ ਖਿਡੌਣਾ ਨੂੰ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
DCM,علی نے چابی کو توڑ دیا,Ali broke the key,علی نے کنجی نو توڑ دِتا,ਅਲੀ ਨੇ ਕੁੰਜੀ ਨੂੰ ਤੋੜ ਦਿੱਤਾ,VOL
DCM,علی نے پنسل کو گندا کر دیا,Ali dirtied the pencil,علی نے پنسل نو گندا کر دتا,ਅਲੀ ਨੇ ਪੈਨਸਿਲ ਨੂੰ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
DCM,موٹو نے صراحی کو گندا کر دیا,Motu dirtied the pitcher,موٹو نے صراحی نو گندا کر دتا,ਮੋਟੂ ਨੇ ਸੁਰਾਹੀ ਨੂੰ ਗੰਦਾ ਕਰ ਦਿੱਤਾ,VOL
